dissimilarity_5_180,correlation_5_180,energy_5_180,homogeneity_5_180,contrast_5_180,dissimilarity_9_180,correlation_9_180,energy_9_180,homogeneity_9_180,contrast_9_180,dissimilarity_13_180,correlation_13_180,energy_13_180,homogeneity_13_180,contrast_13_180,dissimilarity_25_180,correlation_25_180,energy_25_180,homogeneity_25_180,contrast_25_180,dissimilarity_5_45,correlation_5_45,energy_5_45,homogeneity_5_45,contrast_5_45,dissimilarity_9_45,correlation_9_45,energy_9_45,homogeneity_9_45,contrast_9_45,dissimilarity_13_45,correlation_13_45,energy_13_45,homogeneity_13_45,contrast_13_45,dissimilarity_25_45,correlation_25_45,energy_25_45,homogeneity_25_45,contrast_25_45,folder_name
0.671322276,0.418342536,0.03625872,0.07903917,0.405837065,0.492117794,0.499855157,0.035794233,0.197865927,0.274749589,0.668876801,0.320782741,0.034354009,0.134074141,0.398657109,0.695876194,0.291993664,0.035071297,0.096291172,0.385185617,0.671322276,0.418342536,0.03625872,0.07903917,0.405837065,0.477086813,0.45614267,0.036012316,0.210054932,0.265477295,0.545079308,0.491308838,0.033721284,0.177522764,0.330308136,0.562219742,0.492579927,0.034139176,0.172108694,0.334334189,agricultural
0.719860733,0.592486864,0.021372004,0.147375603,0.575561928,0.793719724,0.319211643,0.020910673,0.126562581,0.685394848,0.8389192,0.398780282,0.020938378,0.12753792,0.665177445,0.825870637,0.394783461,0.020933705,0.138990863,0.628212099,0.719860733,0.592486864,0.021372004,0.147375603,0.575561928,0.758037575,0.278819347,0.021213479,0.135028374,0.647145559,0.793657886,0.433485856,0.020196361,0.120164863,0.674097349,0.808037901,0.466820351,0.020457319,0.110511471,0.652060606,agricultural
0.906896095,0.5010184,0.019985826,0.134926512,1,0.905165098,0.344678922,0.018892557,0.126525588,0.977002219,1,0.382088245,0.019137552,0.118090061,1,1,0.341398951,0.019193862,0.130797008,1,0.906896095,0.5010184,0.019985826,0.134926512,1,0.851900059,0.325778309,0.019213427,0.136741976,0.89746654,0.934744562,0.427321493,0.01845126,0.115300543,1,0.967074452,0.43827359,0.018617671,0.106978486,1,agricultural
0.891120533,0.497863746,0.017234619,0.115488483,0.875293577,0.882615637,0.327906688,0.016958044,0.11323553,0.878151625,0.925590847,0.409748566,0.017308359,0.123156726,0.846901663,0.957373565,0.357507717,0.017186013,0.118677441,0.861473603,0.891120533,0.497863746,0.017234619,0.115488483,0.875293577,0.832075048,0.308808161,0.017181115,0.125379876,0.8062961,0.87896092,0.442985831,0.016776615,0.110381767,0.861298409,0.893582261,0.472768127,0.016942557,0.106150419,0.839378376,agricultural
0.673904716,0.345417424,0.040988544,0.118690368,0.452520312,0.48387305,0.517497582,0.047233722,0.213400808,0.268937343,0.669309552,0.303493492,0.04112949,0.158189044,0.412619294,0.70301894,0.221707253,0.041084485,0.133629416,0.427010341,0.673904716,0.345417424,0.040988544,0.118690368,0.452520312,0.469664763,0.473983619,0.047326787,0.223597009,0.260472119,0.531131439,0.522964105,0.043756498,0.190198667,0.31704975,0.546897278,0.532783567,0.043512386,0.183929979,0.318138837,agricultural
0.738809549,0.415256602,0.031794951,0.094589002,0.537711344,0.547351765,0.521857374,0.035689987,0.189125233,0.347257863,0.732519267,0.351761444,0.031148762,0.147929148,0.500187774,0.766413013,0.273859288,0.031843579,0.114906681,0.504401531,0.738809549,0.415256602,0.031794951,0.094589002,0.537711344,0.529468757,0.482279807,0.035954664,0.199751916,0.334103992,0.617683839,0.500446989,0.033187201,0.158243309,0.427865159,0.634550861,0.490765786,0.033229279,0.156591328,0.4284515,agricultural
0.606795811,0.267049063,0.067741331,0.129281276,0.347855087,0.63700335,0,0.081459751,0.104286028,0.375350796,0.352496663,0.735859703,0.080771603,0.294752498,0.119116663,0.604153053,0.205810261,0.067300449,0.153963698,0.299614259,0.606795811,0.267049063,0.067741331,0.129281276,0.347855087,0.541671224,0.136748638,0.067883126,0.139639972,0.290281422,0.218342527,0.956892033,0.105686305,0.439328745,0.055966319,0.448770634,0.605420121,0.067352482,0.195968863,0.192438699,agricultural
0.289797446,0.814087851,0.072767642,0.363739939,0.107876711,0.447746752,0.305400715,0.058626509,0.195235658,0.221893785,0.472206487,0.40245324,0.058610772,0.194311386,0.210726302,0.42840663,0.460427458,0.058088027,0.261354173,0.180358427,0.289797446,0.814087851,0.072767642,0.363739939,0.107876711,0.427888857,0.271398096,0.059260538,0.210869757,0.207670969,0.363908757,0.626254794,0.058046224,0.259670483,0.153532627,0.298218119,0.80851954,0.065866489,0.31803961,0.104051393,agricultural
0.257960718,0.837397989,0.084077705,0.389218906,0.080409286,0.422834832,0.252781121,0.068941045,0.202298981,0.190710875,0.447144849,0.345119141,0.069559778,0.197126973,0.183073038,0.399966614,0.417079838,0.067430296,0.280156459,0.152542275,0.257960718,0.837397989,0.084077705,0.389218906,0.080409286,0.404539609,0.216179445,0.070094982,0.20863918,0.178487466,0.33940627,0.602395339,0.065978519,0.265079059,0.128746546,0.27165146,0.807351959,0.076292619,0.339232637,0.082352596,agricultural
0.308382234,0.853355382,0.059491363,0.334560497,0.116433937,0.50082178,0.319406727,0.046621159,0.168041523,0.267483514,0.532226429,0.397790493,0.046802777,0.170003975,0.260143503,0.492025653,0.444255651,0.045805006,0.21576023,0.226556211,0.308382234,0.853355382,0.059491363,0.334560497,0.116433937,0.479884864,0.283968953,0.047119844,0.164157124,0.25100159,0.394974044,0.658895145,0.046711102,0.232934148,0.175505976,0.322890972,0.8327125,0.053677095,0.290596921,0.11805013,agricultural
0.330656765,0.6246144,0.08321814,0.333710452,0.139689897,0.324105074,0.504256371,0.079106048,0.32511087,0.131465499,0.335061026,0.586905804,0.080713199,0.333621919,0.12113148,0.366529186,0.470737564,0.079602933,0.327366533,0.141152095,0.330656765,0.6246144,0.08321814,0.333710452,0.139689897,0.306917992,0.490169064,0.080233581,0.34528235,0.120533936,0.314175517,0.632884527,0.079645518,0.319835178,0.121810428,0.338555295,0.608095049,0.077458155,0.291433101,0.132033975,agricultural
0.453359088,0.560862805,0.051723698,0.239544556,0.253155025,0.45076495,0.421465383,0.049184045,0.229310968,0.244839464,0.457138185,0.539159257,0.050294631,0.24739924,0.217420492,0.51043115,0.369439691,0.05051279,0.240330214,0.269344605,0.453359088,0.560862805,0.051723698,0.239544556,0.253155025,0.426604458,0.405163454,0.049835956,0.25039736,0.224643355,0.422245389,0.603481541,0.049358924,0.237233161,0.209931877,0.476683812,0.497293196,0.049220653,0.204210818,0.257433701,agricultural
0.227140872,0.507424507,0.226170604,0.455265561,0.063536432,0.213170873,0.418812827,0.221929579,0.471740196,0.056420555,0.222198431,0.508238115,0.221355545,0.483090791,0.052844641,0.235047633,0.411736716,0.222556523,0.503545126,0.057962333,0.227140872,0.507424507,0.226170604,0.455265561,0.063536432,0.204142652,0.387274584,0.22360933,0.497898712,0.053047481,0.213327944,0.528794259,0.216280232,0.454315293,0.055376342,0.215587521,0.553317753,0.21862156,0.44317805,0.054024317,agricultural
0.209762003,0.530043388,0.240680829,0.471398111,0.052839021,0.198283119,0.428647512,0.235761917,0.500275855,0.047836386,0.206452242,0.519511147,0.235670372,0.505451859,0.044418495,0.216359168,0.430430383,0.237790653,0.538137344,0.048143521,0.209762003,0.530043388,0.240680829,0.471398111,0.052839021,0.190334887,0.396185781,0.238772431,0.514870984,0.045051423,0.197756422,0.539685895,0.229935283,0.477793499,0.046578277,0.198294451,0.57597914,0.232950074,0.457160455,0.044540053,agricultural
0.435517868,0.522997915,0.055207309,0.246828049,0.271500157,0.436906842,0.352269919,0.054181096,0.240556564,0.274397657,0.430122691,0.540929882,0.053571902,0.266043462,0.219463328,0.453314971,0.480256843,0.052606131,0.26873322,0.23220022,0.435517868,0.522997915,0.055207309,0.246828049,0.271500157,0.408823897,0.344049192,0.054785126,0.258181438,0.248311645,0.442310683,0.464944685,0.05230514,0.226692196,0.270809951,0.418223426,0.601687732,0.051638338,0.230039954,0.222047735,agricultural
0.333828264,0.543019632,0.084997601,0.290323011,0.127735046,0.318778876,0.419530424,0.084315456,0.309641174,0.119785517,0.328038829,0.524480848,0.084739805,0.321164696,0.10866123,0.338721607,0.462378469,0.08525051,0.328184031,0.112274384,0.333828264,0.543019632,0.084997601,0.290323011,0.127735046,0.304393001,0.395219279,0.085516445,0.319501296,0.111291614,0.320636765,0.524942395,0.082141395,0.290445193,0.118163024,0.320582565,0.569893312,0.08313007,0.281318034,0.110663049,agricultural
0.337005031,0.507077395,0.087199069,0.317695881,0.171345929,0.332873623,0.379379374,0.085560499,0.322515987,0.162445521,0.329509943,0.576080654,0.084788984,0.334824143,0.12595464,0.366912245,0.420925332,0.083319843,0.324815812,0.157096952,0.337005031,0.507077395,0.087199069,0.317695881,0.171345929,0.313791236,0.341169295,0.086763282,0.334710266,0.153672053,0.335625675,0.501540854,0.08291219,0.300561101,0.157395608,0.324533456,0.633155085,0.081860048,0.289897473,0.128827648,agricultural
0.178862269,0.755940829,0.314821443,0.648096444,0.043136042,0.206997772,0.481991104,0.269968615,0.571807482,0.056997124,0.219841337,0.556697636,0.268706877,0.555206004,0.054211656,0.235861252,0.482803733,0.263980932,0.539347018,0.058451152,0.178862269,0.755940829,0.314821443,0.648096444,0.043136042,0.201788054,0.445018377,0.268868727,0.572956101,0.054308347,0.199796434,0.647078288,0.270159882,0.520893532,0.049536387,0.224485846,0.582667187,0.25184073,0.459175194,0.058134917,agricultural
0.154585579,0.732794536,0.362837606,0.693044786,0.030487267,0.175968331,0.453108918,0.324123235,0.614966996,0.039930988,0.188844349,0.515581147,0.319574906,0.610175159,0.039058352,0.202490664,0.442839955,0.313750139,0.575726399,0.041438064,0.154585579,0.732794536,0.362837606,0.693044786,0.030487267,0.171866841,0.410818634,0.321813903,0.626584992,0.038275334,0.174526512,0.598815412,0.313922089,0.55854244,0.036433253,0.196156506,0.525662993,0.299128813,0.482961082,0.04251301,agricultural
0.105206989,0.987938354,0.352730385,0.907282945,0.013199781,0.115699821,0.841449631,0.30176607,0.830419439,0.016018834,0.141427501,0.811587313,0.267179111,0.745213742,0.020728365,0.134152449,0.825535099,0.291861688,0.834764931,0.018351456,0.105206989,0.987938354,0.352730385,0.907282945,0.013199781,0.132023312,0.74330126,0.263556561,0.742744554,0.021377281,0.154761228,0.780470957,0.235185355,0.596751633,0.027773088,0.220468144,0.505376509,0.204034942,0.412154363,0.051776554,agricultural
0.10887537,0.837488389,0.553118339,0.883530156,0.013554072,0.156128286,0.413843809,0.460850133,0.536066439,0.025486053,0.102257926,0.814253434,0.568062994,0.957014168,0.01031493,0.12591108,0.679860967,0.513935867,0.846087986,0.01502307,0.10887537,0.837488389,0.553118339,0.883530156,0.013554072,0.146236097,0.408077336,0.4676268,0.574649919,0.022987915,0.106701836,0.815854247,0.520340588,0.811414275,0.012483745,0.102466224,0.874114966,0.543345889,0.836114387,0.011108261,agricultural
0.127351593,0.88614877,0.331895316,0.759093356,0.019952151,0.130731298,0.741721365,0.307942614,0.732386161,0.02132908,0.173554702,0.640303577,0.268225661,0.604240811,0.031440959,0.207103999,0.444922242,0.258730372,0.545949623,0.043273436,0.127351593,0.88614877,0.331895316,0.759093356,0.019952151,0.120663942,0.746104201,0.318687039,0.795697402,0.018777647,0.128261089,0.838971997,0.306534134,0.713081888,0.020243489,0.143027559,0.816991966,0.287389757,0.630462965,0.023757192,agricultural
0.251624157,0.870076656,0.080682578,0.441598602,0.078505168,0.30671956,0.616828919,0.067556341,0.342666491,0.1126368,0.355444913,0.605010953,0.06505428,0.315049893,0.127410194,0.388283821,0.474872559,0.064144943,0.310893538,0.153474933,0.251624157,0.870076656,0.080682578,0.441598602,0.078505168,0.321745429,0.520865062,0.066181409,0.31665709,0.123517147,0.372131478,0.555614605,0.063105544,0.249525222,0.154738294,0.368365087,0.579803177,0.062664219,0.260538138,0.151605824,agricultural
0.127612032,0.990277913,0.240379247,0.757825116,0.018666817,0.138652944,0.844782923,0.21122143,0.690009067,0.022600837,0.220986908,0.670295357,0.155394114,0.464264137,0.047227506,0.277184472,0.428611149,0.146705583,0.400213368,0.071877463,0.127612032,0.990277913,0.240379247,0.757825116,0.018666817,0.115423141,0.879285678,0.244631045,0.852988716,0.016584797,0.114948929,0.982113261,0.246801775,0.792092926,0.015391884,0.125745104,1,0.229426174,0.704540377,0.017175663,agricultural
0.379002087,0.246958232,0.125965399,0.193442518,0.140517554,0.306106208,0.331855293,0.111364875,0.283627871,0.100482307,0.179035016,0.841246631,0.146864588,0.575554731,0.032006586,0.203817969,0.769979995,0.137968404,0.544358508,0.040325494,0.379002087,0.246958232,0.125965399,0.193442518,0.140517554,0.257895805,0.446306325,0.112472634,0.351660923,0.075293317,0.183000498,0.856013455,0.135919395,0.497740884,0.037616159,0.170554545,0.925988572,0.146346164,0.525798951,0.031711205,agricultural
0.280886639,0.318289094,0.205803829,0.295937897,0.081848092,0.232508447,0.375834429,0.185880636,0.392394197,0.05957684,0.161221738,0.775610731,0.228606866,0.634620727,0.026476752,0.179627228,0.688830129,0.222278285,0.628496378,0.032241252,0.280886639,0.318289094,0.205803829,0.295937897,0.081848092,0.203645448,0.444225147,0.18945753,0.467203167,0.047746,0.161278473,0.793270978,0.215269975,0.558792845,0.029667352,0.156739383,0.839609481,0.228225419,0.575959881,0.027391191,agricultural
0.38441014,0.168443535,0.151732061,0.21107817,0.149414608,0.220423586,0.635129327,0.146798287,0.444870167,0.056146269,0.310744432,0.436417238,0.128224415,0.324228425,0.091424909,0.400340173,0.049908471,0.153148323,0.232479946,0.139027259,0.38441014,0.168443535,0.151732061,0.21107817,0.149414608,0.16608879,0.772309089,0.175148722,0.583556378,0.033159636,0.29480396,0.464602856,0.124477478,0.310006371,0.093853993,0.351070456,0.283631093,0.135565731,0.230854348,0.120453299,agricultural
0.176275733,0.568867648,0.350689193,0.631449493,0.040008045,0.159841803,0.50087108,0.360108389,0.704439598,0.034118222,0.131187224,0.753401706,0.431982007,0.869661368,0.020176425,0.145653721,0.670606537,0.416661864,0.845042393,0.024033977,0.176275733,0.568867648,0.350689193,0.631449493,0.040008045,0.148727493,0.492411359,0.374274052,0.769215789,0.030970244,0.12702652,0.782971161,0.420129753,0.802752671,0.021604469,0.127413813,0.830865215,0.421713933,0.770744504,0.020075564,agricultural
0.327814179,0.40282139,0.127031694,0.271359473,0.112710789,0.219065229,0.654776038,0.129276006,0.400240712,0.052926161,0.330235713,0.371547335,0.126407389,0.27448197,0.09953964,0.263743475,0.548048057,0.125924487,0.443104139,0.068162109,0.327814179,0.40282139,0.127031694,0.271359473,0.112710789,0.219812917,0.581181347,0.127187335,0.432193397,0.05632977,0.317449808,0.386481265,0.120938318,0.257401142,0.10373019,0.2318828,0.731973953,0.124909964,0.38631619,0.056584069,agricultural
0.199855383,0.880605632,0.138438755,0.463652479,0.043139098,0.137950045,0.892850132,0.174297481,0.695924662,0.022446099,0.19809234,0.82518407,0.135979652,0.488515866,0.037034111,0.184928644,0.834062529,0.146461968,0.602702936,0.033594863,0.199855383,0.880605632,0.138438755,0.463652479,0.043139098,0.15314186,0.837287245,0.155685385,0.626686392,0.027589058,0.192591834,0.861151895,0.131091677,0.452065209,0.039654109,0.173301281,0.938229728,0.141205702,0.512337044,0.032226184,agricultural
0.27584993,0.495115322,0.145090351,0.329138687,0.08037836,0.169659928,0.739590967,0.173208633,0.565688581,0.033740475,0.285286482,0.422527832,0.145876987,0.332087843,0.075497087,0.213341517,0.654430268,0.160157061,0.522100277,0.044062996,0.27584993,0.495115322,0.145090351,0.329138687,0.08037836,0.193924433,0.600314452,0.156036055,0.495886707,0.044101087,0.268224322,0.461742529,0.140679512,0.324023068,0.076083129,0.187653739,0.811029632,0.161022389,0.469012526,0.037459282,agricultural
0.221743646,0.40448069,0.256880221,0.433599825,0.053944889,0.158859036,0.613375584,0.263972085,0.564991228,0.028029305,0.214726919,0.40120946,0.261174577,0.486792774,0.045455456,0.187611754,0.536625793,0.264846009,0.563842972,0.032914758,0.221743646,0.40448069,0.256880221,0.433599825,0.053944889,0.166057883,0.501871866,0.258760662,0.553689357,0.031555087,0.201774645,0.441909672,0.252616454,0.458175803,0.045644984,0.169205217,0.689431487,0.26099894,0.503415226,0.029381579,agricultural
0.101102299,1,0.375993695,0.933344506,0.012086734,0.127356598,0.806279569,0.287163386,0.72341479,0.018816472,0.127326189,0.862913909,0.298900472,0.780900898,0.016296533,0.180944015,0.654371329,0.242009745,0.621032605,0.032034217,0.101102299,1,0.375993695,0.933344506,0.012086734,0.151247109,0.662114599,0.248505561,0.630542987,0.02718484,0.184666513,0.662119802,0.219487761,0.487603178,0.03773502,0.239704971,0.429043519,0.211805783,0.348756118,0.057943992,agricultural
0.291151727,0.499804892,0.127770232,0.337993209,0.093388575,0.293775164,0.319456343,0.12564778,0.307026196,0.095011636,0.253919081,0.58787884,0.12796058,0.422164162,0.065574008,0.290363197,0.432567814,0.125775721,0.396352517,0.081867772,0.291151727,0.499804892,0.127770232,0.337993209,0.093388575,0.271191046,0.325149326,0.12541511,0.34490975,0.084298995,0.245089289,0.60892235,0.124028302,0.390983745,0.069260058,0.262309187,0.589657269,0.1239179,0.359135503,0.073989374,agricultural
